reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,translated_content,sentiment
acacd3ba-e89f-4a38-9194-e3143b60c91c,Alesha Nauli Ramadhani,https://play-lh.googleusercontent.com/a/ACg8ocJ4KA79GqMZH09IYEctUH_n6Z1xwr0oJBTL0ZxRxLx928DasQ=mo,Aplikasi bagus bisa tau orang yang namain kita di whatsapp kayak gini si jelek contoh ada yang kasih nama anak ke dua tersayang kayak gitu pokoknya bagus deh aplikasi getcontact,5,6,6.6.1,2024-03-21 6:52:12,,,6.6.1,"Good application can know the people who named us on Whatsapp like this ugly, for example, there are those who give the names of the two dear children like that, just the GETCONTACT application",Positive
2aefec42-7beb-4969-b916-7f7926d4add2,Anisa,https://play-lh.googleusercontent.com/a-/ALV-UjUF4iJ3G994f2pBBaUrrxeztx2Wld69CSEffOGUx6TsT_aPE7wV,"kenapa ya tidak bisa login ke aplikasi, selalu muncul bahwa saya sudah terlalu banyak verifikasi, padahal baru pertama kalinya saya pakai aplikasi ini, kecewa",1,1,6.6.1,2024-03-23 20:25:33,"Halo, Jika Anda kesulitan mendapatkan kode verifikasi, silahkan lengkapi formulir berikut dan salah satu spesialis Getcontact kami akan segera menghubungi Anda untuk menyelesaikan kendala yang terjadi: https://www.getcontact.com/send-report.
Terima kasih atas pengertian Anda. - Getcontact Team",2024-03-24 10:51:32,6.6.1,"Why can't I log in to the application, it always appears that I have been too many verification, even though this is the first time I use this application, disappointed",Negative
6c4d93a1-7312-4912-8aca-098d5af8b383,Reindradi Owie,https://play-lh.googleusercontent.com/a-/ALV-UjXQgXT5uSjfd_sG5EVKMd4jvS0LV7jW6FefVgn03oq-_0p1O0o,Sangat membantu sekali terutama untuk sy yg banyak menghindari nomer-nomer dari penelepon-penelepon yg tidak jelas yg selalu mengganggu Terimakasih Getcontact 😎👍,5,0,6.7.1,2024-05-14 3:15:08,,,6.7.1,"Very helpful, especially for me who avoid the numbers of unclear callers who always interfere with thanks getcontact 😎👍",Positive
21cde2a9-8e02-4533-a68d-96b9c56678d5,Fried Frans,https://play-lh.googleusercontent.com/a-/ALV-UjV2v-WaSqI7OYWssPsiKzl6E6R2QYW7CpCmtCMzXdF18XF-AwFoRw,"Hati-hati memakai aplikasi ini, menghapusnya butuh 30hari baru bisa, sementara data anda bisa terlihat sebelum terhapus.",1,0,6.6.1,2024-04-11 18:28:03,,,6.6.1,"Be careful using this application, removing it requires 30 new days, while your data can be seen before it is deleted.",Positive
85eb5bb0-df8f-4462-97e4-0032c9912b70,Anggun Erison,https://play-lh.googleusercontent.com/a/ACg8ocK2y66sy6X6ZOYSoN3K_YxGvQjpaG0bkayrzY29i0EjZbGGbA=mo,"Otomatis tolak panggilan spam tidak berfungsi, panggilan spam tetap masuk dan terus berdering sampai kita matikan sendiri",1,12,6.6.1,2024-03-31 3:24:56,"Halo, Terima kasih telah menghubungi kami. Anda dapat menyesuaikan pengaturan spam pada aplikasi dengan mengikuti langkah-langkah berikut: Lainnya > Perlindungan Spam. Untuk informasi lebih lanjut, silahkan kunjungi https://getcontact.faq.desk360.com/ - Getcontact Team",2024-03-31 16:51:39,6.6.1,"Automatically reject spam calls not functioning, spam calls still enter and continue to ring until we turn off ourselves",Negative
9592178c-fce6-4eeb-9f02-1b818614078c,ning khaerudin,https://play-lh.googleusercontent.com/a/ACg8ocIVoXtPVgLIGW52J3eWasw4CmzSBk7m_5ZSm7lwYcyOKarsww=mo,"Lumayan cepat dpt info pengguna no, tapi tdk dpt mengetahui nama orang yang memberi nama atau menyimpan no yg dicari",4,0,6.7.1,2024-05-16 16:55:24,,,6.7.1,"Quite fast to get user info no, but can not know the name of the person who gives a name or save the number you are looking for",Positive
beca3540-401f-4160-8798-0e905efff992,•It's Lina Channel•,https://play-lh.googleusercontent.com/a-/ALV-UjW2rTZTCddIiHE33_jLn5fvrtOZX6zxQQcxqdDFbLDzsWuq1g_6,"susah banget login pakai nomor telepon,gagal terus, padahal udh benar masukin no nya,tapi tetap aja yang muncul nomornya beda gitu",1,1,6.6.1,2024-03-24 5:33:31,"Halo, Silahkan lengkapi formulir berikut dan salah satu spesialis Getcontact kami akan segera menghubungi Anda untuk menyelesaikan kendala yang terjadi:
https://www.getcontact.com/send-report
Terima kasih atas pengertian dan kesabaran Anda. - Getcontact Team",2024-03-24 10:52:59,6.6.1,"It's really hard to log in to use the phone number, it continues to fail, even though it's correct to enter the number, but still the number appears is different",Negative
d80bf4ce-53b8-4db9-9c63-054188bcc311,Mouse Ch,https://play-lh.googleusercontent.com/a-/ALV-UjVfe2E1pczfuzvWzG_NfB8PUvE8btfkzX2cKuRV7ON5XkGu_Gfy,"Tolong Adakan Fitur Hapus Nomor & Tag Permanen, Atau Minimal Pihak Dev Sortir Terlebih Dahulu Tag Sebelum Diterbitkan Agar Tidak Disalah Gunakan. Karena Beberapa Data Pribadi Saya Dicantumkan Di-tag Oleh Oknum Gak Bertanggungjawab. Saya Bingung Harus Gimana Lagi, Lapor Via Email Belum/Emang Gak Di Respon.",3,2,6.6.1,2024-03-19 12:39:45,"Halo, Terima kasih telah menghubungi kami. Anda dapat mengakses dan mengelola tagar melalui menu ""Lainnya"" di aplikasi. Untuk informasi atau panduan lebih lanjut, silahkan hubungi: https://getcontact.faq.desk360.com/ - Getcontact Team",2024-03-20 14:23:17,6.6.1,"Please hold a permanent number delete feature & tag, or at least the Dev Sorter first tag before it is issued so that it is not misused.Because some of my personal data was stated by the person not responsible.I am confused about what else to do, report via email not yet/it is not responded.",Negative
9a75ad86-809d-470f-98e4-a2956f2054a8,Fatih Mohammad,https://play-lh.googleusercontent.com/a-/ALV-UjWHx-OQ2OGfDTZYABst6MWrWzXV_x4-Q7bHulSTS6KwpAonMHc,"Yang gratis jangan dikasih limit, soalnya ini aplikasi bermanfaat sekali. InsyaAllah penggunaan apk ini meningkat jika yang gratis ga dikasih limit😁",5,1,6.6.1,2024-04-16 13:09:16,,,6.6.1,"The free do not give a limit, because this application is very useful.God willing, the use of this APK increases if the free one is not given a limit😁",Positive
6dbd7efe-eb27-41ad-9653-e72b652d2506,Imran Imran,https://play-lh.googleusercontent.com/a/ACg8ocJ9AvbyYn2X862FhOv8njBU41JC9X4lKnK7dg_BOOuGonLK-A=mo,Apk getcontak Top emang top pertahankan!!!!!dan tingkat kan lagi klw bisa lacak photo albumx biar orang TDK benar bisa dilacak dgn apk ini dengan mudah!!!!,5,0,6.7.1,2024-05-07 14:25:00,,,6.7.1,Apk Getcontact Top Top Top Maintaining !!!!! and increase again if you can track photo albumx so that people are not true can be tracked with this apk easily !!!!,Positive
a2fa207e-338b-43aa-878e-685215953734,Wingky Lesmana,https://play-lh.googleusercontent.com/a-/ALV-UjWDkYMsxRs5ZnhtDiJLdbqgTLFcLOx3oDEwNDUJD2r-hUKPDl0B,Baru aj instal. Tp langsung kecewa.... aplikasi nge-lag melulu. Gak bisa dipake... langsung uninstal aja...,1,1,6.7.1,2024-04-25 12:45:50,"Halo, Terima kasih telah menghubungi kami. Saat ini aplikasi Getcontact berjalan dengan lancar . Jika masalah masih terjadi, Anda dapat menghubungi salah satu spesialis Getcontact kami di https://www.getcontact.com/send-report - Getcontact Team",2024-04-25 13:20:57,6.7.1,Just installed.But immediately disappointed .... the application is always lag.Can't use ... just uninstall it immediately ...,Negative
6b96a1b1-1871-4cd6-ad31-d4fef0e3750d,Rifan Affandi,https://play-lh.googleusercontent.com/a-/ALV-UjU-i22talRHB4FGxDnv7x_2pO4LAy7E0haXQu8IrgUM-GKDbs_V,Seringkali Ada Dering Masuk Tidak Keluar / tidak Tampak ada telepon masuk di layar hp.,3,0,6.7.1,2024-05-11 1:58:49,"Halo, Silahkan lengkapi formulir berikut dan salah satu spesialis Getcontact kami akan segera menghubungi Anda untuk menyelesaikan kendala yang terjadi:
https://www.getcontact.com/send-report
Terima kasih atas pengertian dan kesabaran Anda. - Getcontact Team",2024-05-11 4:46:58,6.7.1,Often there is an incoming ringing not out / not visible there is an incoming phone on the cellphone screen.,Positive
1caafac2-d1b3-4074-9238-c68fcee35f0c,Aprilia Avara,https://play-lh.googleusercontent.com/a/ACg8ocID3ODvBesxURPKZ0ja_hUC2stY4suJwGxjnKcjFCkcbvluTA=mo,Kok ini cuman setengahnya aja yang bisa setengah nya yang lain ngg ada gimana sih padahal udh bagus loh aplikasinya. Mohon bantuan nya,3,0,6.7.1,2024-05-04 17:35:18,"Halo, Terima kasih telah menghubungi kami. Saat ini aplikasi Getcontact berjalan dengan lancar . Jika masalah masih terjadi, Anda dapat menghubungi salah satu spesialis Getcontact kami di https://www.getcontact.com/send-report - Getcontact Team",2024-05-05 7:02:57,6.7.1,"How come this is only half that can be half the other, how do I do it even though the application is good.Please help",Positive
f5b81dd7-6405-4994-a4b8-ba5ac9c1176a,ainun jamila,https://play-lh.googleusercontent.com/a/ACg8ocLz6g1oTnQLdEI0SQ1SmRYqPSxwXxLbvvD6dEXZqJHh02sZYg=mo,"aplikasi nya ak tidak suka karena,kayak membongkar privasi orng gituu,itu cuma menurut ak aj,karna itu ak kurang suka.mksh🙏",1,1,6.7.1,2024-05-16 14:37:46,,,6.7.1,"The application I don't like it because, I dismantled people's privacy, that's just according to AK AJ, because that I don't like it.",Negative
e70608ca-9268-408a-bb12-675e02f22743,Nabila permata Sari Jepara,https://play-lh.googleusercontent.com/a/ACg8ocIKg12aiF1Z3YN0F1_EaSR-9Q-kx57Og1yOXuLVbObEQ0xDkQ=mo,Aku udah beberapa kali mencoba login tapi gak bisa untuk kualitas login sangat buruk jadi kurang suka,2,2,6.8.0,2024-05-17 20:50:56,"Halo, Silahkan lengkapi formulir berikut dan salah satu spesialis Getcontact kami akan segera menghubungi Anda untuk menyelesaikan kendala yang terjadi:
https://www.getcontact.com/send-report
Terima kasih atas pengertian dan kesabaran Anda. - Getcontact Team",2024-05-18 12:51:39,6.8.0,I've tried to log in several times but it can't be for very bad login quality so I don't like it,Negative
ba888b04-e4eb-4a97-bb05-e6ee425528e5,Arum Kemangi,https://play-lh.googleusercontent.com/a/ACg8ocKL1fJV08h3K3Pogepho3pNcITZ8k32kKV4cMVLl8D62afccQ=mo,"Untuk saat ini membantu sekali, walaupun terkadang ada iklan nya no problem lah ya...kan aplikasi gratis.",5,0,6.7.1,2024-05-18 5:17:31,,,6.7.1,"For now, it is very helpful, although sometimes there are advertisements no problem, right ... it's free.",Positive
bed3d260-a772-40a7-89fc-3a007fd3d1c2,Ricky Zico,https://play-lh.googleusercontent.com/a-/ALV-UjUek2EHDeoCN1bxLQGNtzfay9TixQ8K8uv8g3BFNoKa3tUDgT30,"bagus sebenarnya, tapi paket premium malah membuat para penipu bisa menyembunyikan nomor mereka, bahkan di edit",2,0,6.6.1,2024-05-21 5:12:13,,,6.6.1,"good actually, but premium packages actually make fraudsters hide their numbers, even edited",Negative
62a7c0dc-43b8-4070-a77d-06d6cb169049,Risma Mayasari,https://play-lh.googleusercontent.com/a/ACg8ocIt7_X5tegCiOkQIymb3uvJ866Ih4ZKwZcB3lyIImCYU3YkXg=mo,"aplikasi nya membantu banget jujur, kalo tiba-tiba ada nomor yang ga dikenal telpon langsung cek di Get contact langsung ketahuan 🫶🏻🫶🏻 loveee bangett dehh pokoknya 🫶🏻🫶🏻 yang belum download ayo download!!🤍🤍",5,0,6.6.1,2024-04-02 6:20:40,,,6.6.1,"The application is very helpful to be honest, if suddenly there is an unknown number call directly check in get contact immediately caught 🫶🏻🫶🏻 Loveee really really 🫶🏻🫶🏻",Positive
c12e6228-e2d1-4a1c-af80-b812cca9ddec,Slamet Hariono,https://play-lh.googleusercontent.com/a/ACg8ocJAAegCafuTtz1cICw70GQfY5m0AN4C-w2uKrOcRmeKM81F3A=mo,"Ada penipu yang menggunakan akun premium, jadi tidak dapat dilihat. Seharusnya kalau ratingnya jelek tidak boleh dapat akun premium.",1,0,6.6.1,2024-04-06 4:33:08,,,6.6.1,"There are fraudsters who use a premium account, so it cannot be seen.Supposedly if the rating is bad, you can't get a premium account.",Negative
7dce03aa-575f-48b0-b407-4519ca271184,Sem Tarigan,https://play-lh.googleusercontent.com/a/ACg8ocKTwdhW4dAZHRcxyDGkDmMfAmX4jJx5Ew5JtlvMzKK1C51WRg=mo,Yang pengen siapa pun yang buat nama kontak kamuu bisa aku tengok di aplikasi nya gampang banget gratis gak bayar buruan download di play store atau aplikasi nya,5,1,6.6.1,2024-03-15 8:20:22,,,6.6.1,Who want anyone who makes your contact name I can look at the application is really easy for free not to pay hunted download on the play store or the application,Positive
d77261f5-c61c-4055-ad84-064a2b9e536d,novita maharani,https://play-lh.googleusercontent.com/a-/ALV-UjVc6-hIWcs5bg6ZAbfoL-PdDx2x07mUlyGdUAxI-Dhl8YUBWWE,"Tolong dong kasih fitur yang kita bisa lihat siapa yang kasih penada(tag) di akun kita atau akun orang lain. Terutama buat yg premium. Soalnya kalau ada yg kasih tag agak ngawur biar kita bisa tahu orangnya siapa, biar ga jadi salah paham juga.",4,4,6.6.1,2024-03-17 18:04:34,,,6.6.1,"Please give me the features that we can see who gives a tag (tag) in our account or other people's accounts.Especially for premium ones.The problem is that if anyone gives tags a little inconsequential so we can know who people are, so we don't get a misunderstanding too.",Negative
08d701c9-b463-41fc-ab70-aaadbd16481d,Rizal Yusuf,https://play-lh.googleusercontent.com/a/ACg8ocKzGO0B1cO8X_DcL2R-Vjp8aFTHDKRe-rWIQqpkxgQJdLfnSQ=mo,"Aplikasi nya sangat bagus, tapi kalau bisa untuk log in nya lebih di permudah lagi kedepannya, sukses selalu",5,0,6.7.1,2024-04-29 0:07:16,,,6.7.1,"The application is very good, but if possible for logging in it is more easy to make it easy in the future, always success",Positive
10ace4f1-6dbc-40c4-8310-ece47ffaf101,Bayu Tri Ardhiansyah,https://play-lh.googleusercontent.com/a-/ALV-UjUIaXt1GYzHyl4U0_MVzgCe52UqXo6_FUQgroJT5qXAiLfclsU,"Aplikasi ga guna ,ngelag parah banyak iklan ,hapus aja aplikasi kaya gini menuh menuhin play store",1,0,6.7.1,2024-04-27 8:01:48,"Halo, Terima kasih telah menghubungi kami. Saat ini aplikasi Getcontact berjalan dengan lancar . Jika masalah masih terjadi, Anda dapat menghubungi salah satu spesialis Getcontact kami di https://www.getcontact.com/send-report - Getcontact Team",2024-04-27 10:00:47,6.7.1,"Application is not used, so badly many advertisements, just delete the application like this to make the play store",Positive
a17b3a4f-f389-4944-acc6-30f6fb6bd784,Chilo Yuni,https://play-lh.googleusercontent.com/a-/ALV-UjVz_jYKtmV-DsrMcwM06pAid3SjP5Bj86wsDLBBROWcbnHIsKyy,Sangat membantu untuk mengetahui nomor siapa² terutama penipuan dan nomor² gak penting bisa langsung tetapi sayang terkadang lag dan banyak iklan,5,0,6.6.1,2024-04-15 9:29:53,,,6.6.1,"Very helpful to know whose number, especially fraud and not important numbers can be directly but unfortunately sometimes lag and many advertisements",Positive
3861f52b-4143-4854-9a95-83dbef08edf9,Andri Adly,https://play-lh.googleusercontent.com/a-/ALV-UjUEPMT4o_SIJqRBoFQWEc--nSV_sJ9ezoZexa09QXV_VI4jV3fI,"Padahal saya sudah beli paket premium tapi akun saya belum bisa menggunakan fitur premium, payah ni aplikasi",1,0,6.8.0,2024-05-20 9:17:15,"Halo, Terima kasih telah menghubungi kami. Kami akan memeriksa detail langganan Anda. Silahkan hubungi kami dari halaman 'Hubungi kami' di aplikasi atau isi formulir lewat tautan di bawah ini agar kami bisa segera menghubungi Anda.
https://www.getcontact.com/send-report
Terima kasih. - Getcontact Team",2024-05-20 11:23:35,6.8.0,"Even though I have bought a premium package but my account can't use the premium feature, this application is bad",Negative
0458a135-c2aa-4e1f-ae20-e8dbc44f613e,Sidik Permana,https://play-lh.googleusercontent.com/a/ACg8ocKymaaHrWrIsXhcDNBWNOHEZJqSxho24mb0s0X-VPIb1A0VbA=mo,"oi klo nomer yg udah ga aktif atau udah ganti nama tuh otomatis ganti lah jangan diem ttep kata diawal, apk rusak emah, ga bisa ngasih bintang 0 lgii babiu",1,0,6.7.0,2024-04-18 16:56:26,,,6.7.0,"oi if the number that is no longer active or has changed the name automatically, replace it, don't stay quiet about the words at the beginning, the apk is broken",Negative
dbec5480-e064-4b03-9eff-7af1c5e2bd91,Soejar Prayogo,https://play-lh.googleusercontent.com/a-/ALV-UjWtaSWfypQUbmSb9NFWJmSUcw384GipmN87hOiB2RfkGB2q-bU,Apliksi bagus dapat mengehetahui siapa si penelpon namun sayang apk bekerja hanya bekerja saat tersambung dengan jaringan wifi jika menggunakan data seluler apk tidak bekerja pada saat ada panggilan masuk hanya bergetar tidak ada tampilan apapun dan akan muncul setelah panggilan berakhir. Mohon untuk diperbaiki kembali agar dapat bekerja pada saat menggunakan jaringan seluler. Terima kasih,4,1394,6.5.1,2024-01-31 2:44:52,"Halo, Silahkan lengkapi formulir berikut dan salah satu spesialis Getcontact kami akan segera menghubungi Anda untuk menyelesaikan kendala yang terjadi:
https://www.getcontact.com/send-report
Terima kasih atas pengertian dan kesabaran Anda. - Getcontact Team",2024-01-31 12:06:58,6.5.1,Good applications can find out who the caller is but unfortunately APK works only working when connected to the WiFi network if using cellular data APK does not work when an incoming call only vibrates there is no appearance and will appear after the call ends.Please repair it again so that it can work when using cellular networks.Thank You,Positive
588b4fb4-389f-4417-80ee-299360499166,Xiao Yan,https://play-lh.googleusercontent.com/a-/ALV-UjXJoSGreOGrsWuibGvJ1LL7iiwW-MbJUMv9-YJ8-5pmOsjunS4m,"Min, apk nya udah bagus tapi apk masih kurang komplit karena kurang cepat update org tag nomor saya dan org lain... Sama loading nya lama banget nyampe 30 detik... tolong di singkatin loading nya.... Tolong ya tim developer getckontact untuk meningkatkan update terbaik ny... Terimakasih",3,609,6.5.1,2024-01-07 9:56:24,,,6.5.1,"Min, the apk is already good but the apk is still not complete because it is not fast updating my number org tags and other people ... the same loading is really a long time to reach 30 seconds ... Please take it to the loading ... please the development team getckontactto increase the best update ny ... thank you",Positive
fb39042d-71ad-4cac-bd57-d42310169578,Gw Manusia,https://play-lh.googleusercontent.com/a/ACg8ocJcZTgpuEoPIvWt3a4sYYtdu2O2wxz_wUcrzyAPwXqPiEuPGw=mo,"Meskipun kita bisa melihat nickname yg diberikan teman, tapi kita tidak tahu siapa yg memberi nickname tersebut bahkan kita tidak tahu berapa orang yg memberikan nickname yg sama. Aplikasi yg kurang jika dijadikan untuk komunikasi karena terlalu memaksa untuk premium. Lebih baik menggunakan aplikasi bawaan HP.",2,1941,6.5.1,2024-02-08 4:51:18,,,6.5.1,"Although we can see the nickname given by friends, but we don't know who gives the nickname even we don't know how many people give the same nickname.Applications that are lacking if used for communication because it is too forced for premium.Better to use the default HP application.",Negative
9ed3d826-f9b0-4f96-9407-585721e0d936,Samuel Alexius Parningotan,https://play-lh.googleusercontent.com/a-/ALV-UjVxi6lqfc0ajuZcWltrKBaqAftOTUEntJ4W5NK01QA7MeSi94_I,Aplikasi cukup bagus untuk menyaring penelfon spam tapi seringkali ketika ada telfon masuk aplikasinya membuat hp freeze dan blank sehingga tidak bisa diketahui siapa penelfonnya. Ini sangat menggangu ketika telefon yang masuk ternyata penting,2,327,6.5.1,2024-01-30 10:28:56,,,6.5.1,The application is quite good for filtering spam penefon but often when there is a telephone entering the application makes the freeze and blank cellphones so that it cannot be known who the telephone is.This is very disturbing when the incoming telephone turns out to be important,Negative
82c5ad71-2580-4626-81aa-667d07df6cc4,Nur Nasroh,https://play-lh.googleusercontent.com/a-/ALV-UjVDouxncZ2RK9L-Segx1zr5Y-TOQ7j45DbwfYD6UBehFahLS7ou,"Kemarin habis tak log out sekarang kok gak bisa login lagi min,, mumet2 di login saja ini semenjak saya update",2,0,6.6.1,2024-04-15 14:38:52,"Halo, Silahkan lengkapi formulir berikut dan salah satu spesialis Getcontact kami akan segera menghubungi Anda untuk menyelesaikan kendala yang terjadi:
https://www.getcontact.com/send-report
Terima kasih atas pengertian dan kesabaran Anda. - Getcontact Team",2024-04-16 6:38:08,6.6.1,"Yesterday was not logged out now, how come I can't log in anymore, min, mumet2 on this login since I updated",Negative
087eb2dc-51b9-4f9b-bbcb-0af550de718d,Dini Dini,https://play-lh.googleusercontent.com/a/ACg8ocLBsnAJELbsOdmu39rktKayosAyQ1Ei0cZ3J-A6iv0UCECWhg=mo,"Sangat membantu,kedepan kalau bisa gratiskan semua biaya nya hahahaa",5,1,6.8.0,2024-05-20 3:50:49,,,6.8.0,"Very helpful, in the future if you can free all the costs hahahaa",Positive
c2553cc3-7dc2-48c5-a5f5-b935df69e414,Rum Kesih,https://play-lh.googleusercontent.com/a/ACg8ocIxPosrCrUu8Y-GBSmpSh5nGBsyPzzShHF_bh2LVmCWhysmvA=mo,Aplikasi nya bagus cocok buat nyari tau apa nama kita di kontak temen/orang lain ya pokoknya the best lah pokoknya 👍🏻👍🏻👍🏻👍🏻👍🏻,5,1,6.8.0,2024-05-20 12:58:58,,,6.8.0,"The application is good suitable for finding out what our names are in contact with friends/other people, anyway the best is the point 👍🏻👍🏻👍🏻cription",Positive
bad7b19a-24a4-4387-ae39-3b9c0c8f932c,Cabaw 28,https://play-lh.googleusercontent.com/a/ACg8ocIrlsb7TYXjeD1jrdzZFXzbXiMGakNrzV_Wqhv7sLRB3f38oA=mo,"Udah aktifin blokir kontak spam tetep aja gak ngaruh, nomor nomor spam masih pada bisa sms dan nelponin terus",1,0,6.8.0,2024-05-24 3:39:52,"Halo, Pastikan pengaturan perlindungan spam sudah aktif. Jika setelah diaktifkan dan masalah tetap berlanjut, silahkan kirim email ke support@getcontact.com dengan menyertakan nomor telepon, alamat email, deskripsi singkat masalah dan tangkapan layar pengaturan spam tersebut. - Getcontact Team",2024-05-24 6:07:26,6.8.0,"Already activated the SPAM contacts, but it still doesn't affect, the spam number is still able to text and call on",Negative
895bcd9a-08fd-48dc-9aec-b0664069b05b,Elin Jaya,https://play-lh.googleusercontent.com/a-/ALV-UjULJVuZ4J-1zsjtffKRgu6IlYthF6wIPGor7-nocDujdJ3OgZmy,"Pembayaran premium sudah terpotong pulsa, tapi status akun masih standar",2,0,6.8.0,2024-05-24 17:24:10,"Halo, Terima kasih telah menghubungi kami. Kami akan memeriksa detail langganan Anda. Silahkan hubungi kami dari halaman 'Hubungi kami' di aplikasi atau isi formulir lewat tautan di bawah ini agar kami bisa segera menghubungi Anda.
https://www.getcontact.com/send-report
Terima kasih. - Getcontact Team",2024-05-25 11:34:05,6.8.0,"Premium payments have been cut off, but the account status is still standard",Negative
b0136d81-b071-4d75-ab87-df42c438614d,Mohamad Fakhri Azis,https://play-lh.googleusercontent.com/a-/ALV-UjVetlxYQv7k69PhoXQ_Y5SATlxqGP8BLjKZ9L0MvxPPmEwE0ywk,Ngebantu banget buat mencari info identitas kecil buat orang² di kontak yang baru dan gak jelas.,5,0,6.8.0,2024-05-22 3:15:17,,,6.8.0,Very helpful to find information on small identity for people in new and unclear contacts.,Positive
bbc3421f-f4a5-4138-87ba-e0a3e04c7657,Fajar F,https://play-lh.googleusercontent.com/a-/ALV-UjUFeUtufsmkiKdQpYw_bcx9wCSjCd0HvNaDtK5m-ZYqiSm0_8_S7w,"- tidak bisa mengganti nomor telepon, - nomor pribadi malah dibilang spam. MENYEBALKAN!!!",1,0,6.8.0,2024-05-24 17:48:25,"Halo, Silahkan lengkapi formulir berikut dan salah satu spesialis Getcontact kami akan segera menghubungi Anda untuk menyelesaikan kendala yang terjadi:
https://www.getcontact.com/send-report
Terima kasih atas pengertian dan kesabaran Anda. - Getcontact Team",2024-05-25 6:31:14,6.8.0,"- Cannot change the telephone number, - personal number is even said to be spam.IRRITATING!!!",Negative
b1027a76-b937-4068-a747-41ff4a4e2867,Dewa. Deta,https://play-lh.googleusercontent.com/a-/ALV-UjWYtj0GTw61y6p4GCR1o5Mh-6xFfatLO9-mx6OXObKsc1fa1Cfa,"3 dulu, sering ga mau loafing ,lemot bug nya klo udh dibetuling kasi 5 ntar",3,0,6.8.0,2024-05-25 9:47:25,"Halo, Terima kasih telah menghubungi kami. Saat ini aplikasi Getcontact berjalan dengan lancar . Jika masalah masih terjadi, Anda dapat menghubungi salah satu spesialis Getcontact kami di https://www.getcontact.com/send-report - Getcontact Team",2024-05-25 11:36:56,6.8.0,"3 first, often do not want to loaf, slow bugs if you have tested 5 ntar",Negative
326069c2-caea-4b2f-a908-3b45a6e4c70b,AA.HASAN hasan,https://play-lh.googleusercontent.com/a-/ALV-UjWuUEUF-vOTkd6s99UlMnm1w6Z_5876Ye7k-iQpsdPHTf4x8pls1Q,Sangat membantu sekali matap Terus kembangkan agar mudah melihat para penipu,5,0,6.8.0,2024-05-20 13:09:19,,,6.8.0,Very helpful to keep the stuff and keep developing it so that it is easy to see the fraudsters,Positive
464a6f89-a154-4976-8762-cdd09d7931ab,Irvan Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjXdgG26-uYdwL0psBPZdc6wntaUi5JcOHYMYBEtPsbxdNT_gFdP9g,"Akun saya tidak bisa login kembali , tertera kalimat Terlalu banyak verifikasi . Ada apa ini",3,0,6.8.0,2024-05-23 17:39:34,"Halo, Jika Anda kesulitan mendapatkan kode verifikasi, silahkan lengkapi formulir berikut dan salah satu spesialis Getcontact kami akan segera menghubungi Anda untuk menyelesaikan kendala yang terjadi: https://www.getcontact.com/send-report.
Terima kasih atas pengertian Anda. - Getcontact Team",2024-05-24 12:31:34,6.8.0,"My account cannot log in again, the sentence is too much verification.What is this",Negative
4dc8b642-1b4a-4359-bb46-88be13f62e5a,Windi Nasution,https://play-lh.googleusercontent.com/a-/ALV-UjW3khQviZJ45TDqMlFayXFHPQhRNQMu3wgTjpQwulerP0pNITk,"Kenapa tidak bisa verifikasi no dan email padahal no nya sudah benar, mmang apk ini mmbuat kecewa",1,0,6.8.0,2024-05-21 10:58:44,"Halo, Windi. Jika Anda kesulitan mendapatkan kode verifikasi, silahkan lengkapi formulir berikut dan salah satu spesialis Getcontact kami akan segera menghubungi Anda untuk menyelesaikan kendala yang terjadi: https://www.getcontact.com/send-report.
Terima kasih atas pengertian Anda. - Getcontact Team",2024-05-21 12:31:45,6.8.0,"Why can't it verify the number and email even though the number is correct, this apk is making disappointed",Negative
581597f5-4404-46a6-9420-bff91fae09b0,Maruf Syaifudin,https://play-lh.googleusercontent.com/a/ACg8ocJPhDfj8Q4-qymCRreNC9-Gl4LNJbEN9eaVC5lYAbpIJY0CPQ=mo,"Ya allahh ini apk kok ya bayar lohh apa"" bayar padahal sudah untung saat kita menggunakan data tpi oenapa dibatesin saat melihat tg orng entah itu siapa orng asing yng ga kita kenal kan jadi susahh",1,0,6.8.0,2024-05-25 5:31:09,"Halo, Terima kasih atas tanggapan Anda. Getcontact menawarkan beragam pilihan paket langganan dan tarif yang disesuaikan dengan kebutuhan Anda, termasuk versi gratis. - Getcontact Team",2024-05-25 6:22:58,6.8.0,"O Allahh, how do you pay, what do you pay ""Pay even though we are fortunate when we use the data but who is when we see when we see who is a stranger who doesn't know it so it's hard to be difficult",Negative
31e2ec83-1567-4828-89e6-c9932f922750,Affan Zusron Afandi,https://play-lh.googleusercontent.com/a-/ALV-UjWADb4QfIO24BlE8GYmk6-Ep63M0D40qoM6Z2BY1USqN8dlnILb,Ganggu waktu lagi main game tiba² layar langsung mode horizontal,2,0,6.8.0,2024-05-22 6:31:37,,,6.8.0,Disturb the time again playing games suddenly the screen directly horizontal mode,Negative
